,Hospital,City,State,ZIP Code,Score,Score URL
1433,Medical City Denton,Denton,TX,76210,52.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1434,Clear Lake Regional Medical Center,League City,TX,77598-4220,52.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1435,Methodist Hospital-San Antonio,San Antonio,TX,78229-3993,51.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1436,Houston Methodist West Hospital,Houston,TX,77094-1110,51.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1437,Methodist Mansfield Medical Center,Mansfield,TX,76063-5899,51.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1438,BSA Hospital,Amarillo,TX,79106-1799,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1439,Christus Southeast Texas Hospital-St. Elizabeth,Beaumont,TX,77702-1809,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1440,Methodist Dallas Medical Center,Dallas,TX,75203-1201,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1441,United Regional Health Care System-Wichita Falls,Wichita Falls,TX,76301-4300,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1442,Texas Health Presbyterian Hospital Denton,Denton,TX,76201-5119,51.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1443,Medical City Lewisville,Lewisville,TX,75057-3699,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1444,Rio Grande Regional Hospital,McAllen,TX,78503-1299,50.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1445,Houston Methodist Clear Lake Hospital,Nassau Bay,TX,77058-6302,50.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1446,Houston Methodist Baytown Hospital,Baytown,TX,77521-2122,50.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1447,St. David's South Austin Medical Center,Austin,TX,78704-6903,50.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1448,Covenant Medical Center-Lubbock,Lubbock,TX,79410-1203,50.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1449,Memorial Hermann Northeast Hospital,Humble,TX,77338-4297,50.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1450,Medical City Plano,Plano,TX,75075-7738,49.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1451,St. David's North Austin Medical Center,Austin,TX,78758-2496,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1452,UT Health Tyler,Tyler,TX,75701-1908,49.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1453,Texas Health Arlington Memorial Hospital,Arlington,TX,76012-2503,48.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1454,Texas Health Harris Methodist Hospital Fort Worth,Fort Worth,TX,76104-2122,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1455,Memorial Hermann Katy Hospital,Katy,TX,77494-1323,48.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1456,South Texas Health System-Edinburg,Edinburg,TX,78539-9105,48.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1457,Medical City Arlington,Arlington,TX,76015-2908,48.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1458,University of Texas MD Anderson Cancer Center,Houston,TX,77030-4000,48.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" "
1459,Christus St. Michael Health System-Texarkana,Texarkana,TX,75503-5220,47.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1460,Valley Baptist Medical Center-Brownsville,Rio Hondo,TX,78583,46.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1461,Hunt Regional Medical Center,Greenville,TX,75401-7899,46.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1462,Kingwood Medical Center,Kingwood,TX,77339,46.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1463,CHI St. Luke's Health-The Woodlands Hospital,The Woodlands,TX,77384-8007,46.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1464,Texas Health Huguley Hospital Fort Worth South,Burleson,TX,76028-7021,46.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1465,Conroe Regional Medical Center,Conroe,TX,77304,45.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1466,Hospitals of Providence Memorial Campus,El Paso,TX,79902-3368,45.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1467,Baylor Scott and White Medical Center–Waxahachie,Waxahachie,TX,75165,45.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1468,Laredo Medical Center,Laredo,TX,78041-5474,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1469,Texoma Medical Center,Denison,TX,75020-4584,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1470,Hendrick Health System-Abilene,Abilene,TX,79601-2432,45.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1471,Methodist Stone Oak Hospital,San Antonio,TX,78258-4347,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1472,Las Palmas Medical Center,El Paso,TX,79902-3591,45.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1473,Texas Health Presbyterian Hospital Plano,Plano,TX,75093-8185,44.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1474,Texas Health Harris Methodist Hospital Hurst-Euless-Bedford,Bedford,TX,76022-6913,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix=""\00ab\"
1475,Harlingen Medical Center,Harlingen,TX,78550-3213,44.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1476,Corpus Christi Medical Center,Corpus Christi,TX,78411-1883,44.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1477,Citizens Medical Center-Victoria,Victoria,TX,77901-5749,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1478,Northwest Texas Healthcare System-Amarillo,Amarillo,TX,79106-1770,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1479,Baylor Scott and White All Saints Medical Center–Fort Worth,Fort Worth,TX,76104-4192,43.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" p"
1480,Valley Baptist Medical Center-Harlingen,Harlingen,TX,78550-8307,43.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1481,Hospitals of Providence Sierra Campus,El Paso,TX,79902-5005,43.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1482,Midland Memorial Hospital,Midland,TX,79701-6499,43.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1483,Peterson Regional Medical Center,Kerrville,TX,78028-6085,43.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1484,Baylor Scott and White Medical Center–McKinney,McKinney,TX,75071-7822,42.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1485,Longview Regional Medical Center,Longview,TX,75605-5191,42.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1486,CHI St. Joseph Regional Health Center,Bryan,TX,77802-2599,41.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1487,DeTar Healthcare System-Victoria,Victoria,TX,77901-6060,41.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1488,Methodist Richardson Medical Center,Richardson,TX,75082-3561,41.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1489,West Houston Medical Center,Houston,TX,77082-2499,39.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1490,Baylor Scott and White Medical Center-Lake Pointe,Rowlett,TX,75088-4552,39.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1491,Houston Northwest Medical Center,Houston,TX,77090-3402,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1492,CHI St. Luke's Health Memorial Lufkin,Lufkin,TX,75904-3357,39.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1493,Christus Spohn Hospital-Corpus Christi,Corpus Christi,TX,78404,38.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pr"
1494,City Hospital at White Rock,Dallas,TX,75218-3694,38.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1495,Woodland Heights Medical Center,Lufkin,TX,75904-3157,38.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1496,Wadley Regional Medical Center,Texarkana,TX,75501-5170,37.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1497,Tomball Regional Medical Center,Tomball,TX,77375-6445,37.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1498,Methodist Charlton Medical Center,Dallas,TX,75237-3460,37.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1499,Metroplex Adventist Hospital,Killeen,TX,76549-4110,36.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1500,Medical City McKinney,McKinney,TX,75069-1650,35.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1501,Wise Health System-Decatur,Decatur,TX,76234-3836,35.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1502,Bayshore Medical Center,Pasadena,TX,77504-1202,34.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1503,Medical Center Hospital,Odessa,TX,79761-5059,33.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1504,Paris Regional Medical Center,Paris,TX,75460-9313,32.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1505,Baptist Hospitals of Southeast Texas,Beaumont,TX,77701-4689,31.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1506,Medical City North Hills,North Richland Hills,TX,76180-7399,31.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1507,Ascension Providence Hospital,Waco,TX,76712-7998,31.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1508,Dallas Regional Medical Center,Mesquite,TX,75149-2433,30.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1509,Christus Santa Rosa Health System-San Antonio,San Antonio,TX,78207-3108,29.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1510,Baptist Medical Center,San Antonio,TX,78205-1230,29.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1511,Hospitals of Providence East Campus,El Paso,TX,79938-2622,28.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1512,UT Health Athens,Athens,TX,75751-5610,26.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1513,Intermountain Medical Center,Murray,UT,84107-5701,73.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1514,Utah Valley Hospital,Provo,UT,84604-3337,64.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1515,Dixie Regional Medical Center,Saint George,UT,84790-2123,61.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1516,McKay-Dee Hospital,Ogden,UT,84403-3195,61.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1517,University of Utah Hospital,Salt Lake City,UT,84132-0002,60.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1518,St. Mark's Hospital,Salt Lake City,UT,84124-1390,33.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1519,University of Vermont Health Network Central Vermont Medical Center,Berlin,VT,05602-9516,62.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1520,University of Vermont Medical Center,Burlington,VT,05401-1473,60.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1521,Rutland Regional Medical Center,Rutland,VT,05701-4595,60.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1522,Centra Lynchburg General Hospital,Lynchburg,VA,24501-1109,67.7,/best-hospitals/area/co/national-jewish-health-6840315/pu
1523,Sentara RMH Medical Center,Harrisonburg,VA,22801-3293,66.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1524,Sentara Princess Anne Hospital,Virginia Beach,VA,23456-0178,66.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1525,University of Virginia Medical Center,Charlottesville,VA,22908-0001,65.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1526,Carilion Roanoke Memorial Hospital,Roanoke,VA,24014-1838,63.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1527,Sentara Williamsburg Regional Medical Center,Williamsburg,VA,23188-5713,63.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1528,Sentara Martha Jefferson Hospital,Charlottesville,VA,22911-4668,63.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1529,Sentara Norfolk General Hospital,Norfolk,VA,23507-1904,62.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1530,Inova Loudoun Hospital,Leesburg,VA,20176-5101,61.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1531,Mary Washington Hospital,Fredericksburg,VA,22401-3354,60.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1532,Winchester Medical Center,Winchester,VA,22601-2808,59.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1533,VCU Medical Center,Richmond,VA,23298-5051,57.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pr"
1534,Sentara Leigh Hospital,Norfolk,VA,23502-3920,57.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1535,Bon Secours St. Francis Medical Center,Midlothian,VA,23114-3267,57.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1536,Reston Hospital Center,Reston,VA,20190-3219,57.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1537,Inova Fair Oaks Hospital,Fairfax,VA,22033-1798,56.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1538,Bon Secours St. Mary's Hospital,Richmond,VA,23226-1907,55.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1539,Inova Fairfax Hospital,Falls Church,VA,22042-3300,54.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1540,Johnston Memorial Hospital,Abingdon,VA,24211-7659,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1541,Chippenham Hospital,Richmond,VA,23225-4044,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1542,Clinch Valley Medical Center,Richlands,VA,24641-2194,53.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1543,Virginia Hospital Center,Arlington,VA,22205-3698,52.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1544,Inova Alexandria Hospital,Alexandria,VA,22304-1535,52.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1545,Sentara Obici Hospital,Suffolk,VA,23434-8038,51.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1546,Augusta Health-Fishersville,Fishersville,VA,22939-2332,50.7,/best-hospitals/area/co/national-jewish-health-6840315/pul
1547,Chesapeake Regional Medical Center,Chesapeake,VA,23320-4941,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1548,Sentara Virginia Beach General Hospital,Virginia Beach,VA,23454-3002,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1549,Centra Southside Community Hospital,Farmville,VA,23901-1199,47.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1550,Riverside Regional Medical Center,Newport News,VA,23601-1929,45.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1551,Sentara CarePlex Hospital,Hampton,VA,23666-5963,45.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1552,Bon Secours Memorial Regional Medical Center,Mechanicsville,VA,23116-1844,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1553,Sentara Northern Virginia Medical Center,Woodbridge,VA,22191-3399,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1554,Sentara Halifax Regional Hospital,South Boston,VA,24592-1638,43.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1555,Southside Regional Medical Center,Petersburg,VA,23805-9274,43.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1556,Inova Mount Vernon Hospital,Alexandria,VA,22306-3209,40.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
